dataset	output_type	file_format	file_format_type	assembly	md5sum	lab	award	aliases	submitted_file_name
ENCSR499FMK	semi-automated genome annotation	bigBed	bed9	hg19	6cec12cf283a8649dbcfa3ab340159f0	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E041_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E041_15_coreMarks_mnemonics.bed.gz
ENCSR497NML	semi-automated genome annotation	bigBed	bed9	hg19	e456b84d11d33b2506010259cbbad53b	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E086_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E086_15_coreMarks_mnemonics.bed.gz
ENCSR326TIS	semi-automated genome annotation	bigBed	bed9	hg19	2696b1a4b498df645c1878072a5922d2	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E013_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E013_15_coreMarks_mnemonics.bed.gz
ENCSR547CLZ	semi-automated genome annotation	bigBed	bed9	hg19	cea3e6ba59009be2092e492e2c46926d	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E079_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E079_15_coreMarks_mnemonics.bed.gz
ENCSR905DBO	semi-automated genome annotation	bigBed	bed9	hg19	3b633c6e5201e55bb021e3f0d3593363	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E002_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E002_15_coreMarks_mnemonics.bed.gz
ENCSR476XAR	semi-automated genome annotation	bigBed	bed9	hg19	c3880aad562de75f93c3525edf6cf0a9	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E104_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E104_15_coreMarks_mnemonics.bed.gz
ENCSR770CMJ	semi-automated genome annotation	bigBed	bed9	hg19	9abade2c732180a34de818e2b01a8037	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E081_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E081_15_coreMarks_mnemonics.bed.gz
ENCSR427POU	semi-automated genome annotation	bigBed	bed9	hg19	007ebc44474fb6ef33c801279ab51182	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E083_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E083_15_coreMarks_mnemonics.bed.gz
ENCSR242SOD	semi-automated genome annotation	bigBed	bed9	hg19	019193a4f1c3449ab122636721658066	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E047_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E047_15_coreMarks_mnemonics.bed.gz
ENCSR861TXO	semi-automated genome annotation	bigBed	bed9	hg19	da70200a7ea229f104b7a0b537c34440	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E099_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E099_15_coreMarks_mnemonics.bed.gz
ENCSR927WPP	semi-automated genome annotation	bigBed	bed9	hg19	4fec63812eab1289aa6d69cbd69408dd	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E009_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E009_15_coreMarks_mnemonics.bed.gz
ENCSR240TWN	semi-automated genome annotation	bigBed	bed9	hg19	ea90e4c8d724b9b9765479b64ea715d5	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E111_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E111_15_coreMarks_mnemonics.bed.gz
ENCSR880GBI	semi-automated genome annotation	bigBed	bed9	hg19	b6aca6db4e33686901b14e1230a9798e	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E096_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E096_15_coreMarks_mnemonics.bed.gz
ENCSR372QEW	semi-automated genome annotation	bigBed	bed9	hg19	afcfd654078eec3744e90876aa4a54ad	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E100_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E100_15_coreMarks_mnemonics.bed.gz
ENCSR530QVO	semi-automated genome annotation	bigBed	bed9	hg19	181f9407973a3a8754d04b0d21a347c7	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E035_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E035_15_coreMarks_mnemonics.bed.gz
ENCSR695EDP	semi-automated genome annotation	bigBed	bed9	hg19	4a388ce6aa7eeebdb3b403f47c6bbb9a	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E032_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E032_15_coreMarks_mnemonics.bed.gz
ENCSR449UUJ	semi-automated genome annotation	bigBed	bed9	hg19	1402bd61b1725c5d338f512e7a4e9f63	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E018_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E018_15_coreMarks_mnemonics.bed.gz
ENCSR069ILZ	semi-automated genome annotation	bigBed	bed9	hg19	4d5c0a21f35f596aea2e08cab648e3f3	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E054_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E054_15_coreMarks_mnemonics.bed.gz
ENCSR300DMV	semi-automated genome annotation	bigBed	bed9	hg19	2390280d666b8d7fce98dd6ff3050d66	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E044_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E044_15_coreMarks_mnemonics.bed.gz
ENCSR191LKH	semi-automated genome annotation	bigBed	bed9	hg19	7d38bdd7fd46946b61c0dd41bd78f4ce	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E017_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E017_15_coreMarks_mnemonics.bed.gz
ENCSR063OPD	semi-automated genome annotation	bigBed	bed9	hg19	7c62631d80c55f36881a0e27b0d4428f	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E055_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E055_15_coreMarks_mnemonics.bed.gz
ENCSR379GLC	semi-automated genome annotation	bigBed	bed9	hg19	b438b2a17879987e088786b70a682e27	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E008_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E008_15_coreMarks_mnemonics.bed.gz
ENCSR069SXL	semi-automated genome annotation	bigBed	bed9	hg19	c3d58a4bbc7e5451001cf6ae38685e3b	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E107_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E107_15_coreMarks_mnemonics.bed.gz
ENCSR001YCP	semi-automated genome annotation	bigBed	bed9	hg19	7aef93a469ac10ce2f025cab268625ac	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E095_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E095_15_coreMarks_mnemonics.bed.gz
ENCSR388YSL	semi-automated genome annotation	bigBed	bed9	hg19	fb477b11592f58ecb435d3d6406a3eb0	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E048_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E048_15_coreMarks_mnemonics.bed.gz
ENCSR426USY	semi-automated genome annotation	bigBed	bed9	hg19	4583d36e247205ab5944ddea50799476	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E129_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E129_15_coreMarks_mnemonics.bed.gz
ENCSR152KQC	semi-automated genome annotation	bigBed	bed9	hg19	b7aaeb5e25866cf2f8a3889cfb767daa	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E089_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E089_15_coreMarks_mnemonics.bed.gz
ENCSR961EMW	semi-automated genome annotation	bigBed	bed9	hg19	b055fc9f4b8f7e637dfb3377ca4ce4dc	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E118_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E118_15_coreMarks_mnemonics.bed.gz
ENCSR182MNO	semi-automated genome annotation	bigBed	bed9	hg19	735c664dacb9262535e73af4492e1c3c	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E021_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E021_15_coreMarks_mnemonics.bed.gz
ENCSR426VYP	semi-automated genome annotation	bigBed	bed9	hg19	6cb4b7dd8ecc7c750b0fdcc63fe5b6af	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E024_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E024_15_coreMarks_mnemonics.bed.gz
ENCSR398UVA	semi-automated genome annotation	bigBed	bed9	hg19	0269edde5c9d98c30873b1790ee5359c	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E069_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E069_15_coreMarks_mnemonics.bed.gz
ENCSR930HYG	semi-automated genome annotation	bigBed	bed9	hg19	13c667f779490ded3e84e9123ec7b9c4	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E128_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E128_15_coreMarks_mnemonics.bed.gz
ENCSR923IMA	semi-automated genome annotation	bigBed	bed9	hg19	eebec978f3a9dffc639ffd721a11647b	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E066_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E066_15_coreMarks_mnemonics.bed.gz
ENCSR289DGO	semi-automated genome annotation	bigBed	bed9	hg19	5db89ff927b54bcd95b5a297863fabff	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E022_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E022_15_coreMarks_mnemonics.bed.gz
ENCSR617NUK	semi-automated genome annotation	bigBed	bed9	hg19	d9c76bb6b6af6b766bcd5597f11f8720	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E113_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E113_15_coreMarks_mnemonics.bed.gz
ENCSR928WLB	semi-automated genome annotation	bigBed	bed9	hg19	6b75a67593d732536d81c229a08b4e31	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E110_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E110_15_coreMarks_mnemonics.bed.gz
ENCSR824PCE	semi-automated genome annotation	bigBed	bed9	hg19	3ed45d14858a19b35b2ca54d3c1e8a40	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E027_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E027_15_coreMarks_mnemonics.bed.gz
ENCSR718HVM	semi-automated genome annotation	bigBed	bed9	hg19	4743481f5126e1c8b7027f58dc6e6b12	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E056_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E056_15_coreMarks_mnemonics.bed.gz
ENCSR712FRJ	semi-automated genome annotation	bigBed	bed9	hg19	a12f61b9c1b4932889a902056ab10c30	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E103_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E103_15_coreMarks_mnemonics.bed.gz
ENCSR622JSB	semi-automated genome annotation	bigBed	bed9	hg19	0e1ce3400e32dbef89dffae0abd73f24	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E059_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E059_15_coreMarks_mnemonics.bed.gz
ENCSR133QIX	semi-automated genome annotation	bigBed	bed9	hg19	f93f0cd311d3b87b630ea7cf4e3ebebb	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E037_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E037_15_coreMarks_mnemonics.bed.gz
ENCSR606RFZ	semi-automated genome annotation	bigBed	bed9	hg19	56950cd234c7952f681b74f601455c9c	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E036_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E036_15_coreMarks_mnemonics.bed.gz
ENCSR779MLL	semi-automated genome annotation	bigBed	bed9	hg19	085ec4f29383949b07822825f93da849	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E004_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E004_15_coreMarks_mnemonics.bed.gz
ENCSR822JGY	semi-automated genome annotation	bigBed	bed9	hg19	d9e5063a947d712cef7ce7b140fba085	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E093_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E093_15_coreMarks_mnemonics.bed.gz
ENCSR999LTL	semi-automated genome annotation	bigBed	bed9	hg19	305afe2f043e9e3413501a40ed1f81e1	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E050_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E050_15_coreMarks_mnemonics.bed.gz
ENCSR091OAN	semi-automated genome annotation	bigBed	bed9	hg19	270379090bc376aa5229a119c477af96	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E105_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E105_15_coreMarks_mnemonics.bed.gz
ENCSR958WQM	semi-automated genome annotation	bigBed	bed9	hg19	c24de346ed71a314d088a2d7733805f2	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E028_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E028_15_coreMarks_mnemonics.bed.gz
ENCSR221DNB	semi-automated genome annotation	bigBed	bed9	hg19	2d8c93fadd2b518a862f4f4b1fffece0	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E040_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E040_15_coreMarks_mnemonics.bed.gz
ENCSR707HWL	semi-automated genome annotation	bigBed	bed9	hg19	98471123fc76d43dada7eac5d74d7f02	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E092_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E092_15_coreMarks_mnemonics.bed.gz
ENCSR464RIB	semi-automated genome annotation	bigBed	bed9	hg19	e79afcbf82fbdcabd27a07804070ec17	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E098_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E098_15_coreMarks_mnemonics.bed.gz
ENCSR738ZNM	semi-automated genome annotation	bigBed	bed9	hg19	76accf84bf3741dcfc0739a86c990863	c7833572-0bba-4835-9d22-a45f39250d8d	b15147e2-eadb-44f3-bb89-597657a01d47	roadmap-epigenomics:E053_15_coreMarks_dense.bed.gz	s3://regulomedb/Histone_Modification/REMC_core_127/E053_15_coreMarks_mnemonics.bed.gz
